[9, 0.07812500000000001, 0.07812500000000001, -0.75, -0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.7109375, -0.75, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.75, -0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.7223786413599005, -0.4723786413599005, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.75, -0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.75, -0.2109375, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.75, 0.0, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.7776213586400995, 0.027621358640099524, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.75, 0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.7890625, 0.25, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.75, 0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.7776213586400995, 0.4723786413599005, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.75, 0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.75, 0.7109375, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.5, -0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.4723786413599005, -0.7776213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.5, -0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.4609375, -0.5, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.5, -0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.4723786413599005, -0.2223786413599005, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.5, 0.0, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.5, 0.03906250000000001, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.5, 0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.5276213586400995, 0.2776213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.5, 0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.5390625, 0.5, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.5, 0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.5276213586400995, 0.7223786413599005, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.25, -0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.25, -0.7890625, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.25, -0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.2223786413599005, -0.5276213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.25, -0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.2109375, -0.25, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.25, 0.0, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.2223786413599005, 0.02762135864009952, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.25, 0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.25, 0.2890625, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.25, 0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.2776213586400995, 0.5276213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, -0.25, 0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.2890625, 0.75, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.0, -0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.027621358640099524, -0.7776213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.0, -0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, -7.175664838754023e-18, -0.5390625, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.0, -0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.02762135864009951, -0.2776213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.0, 0.0, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.03906250000000001, 0.0, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.0, 0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.027621358640099524, 0.2776213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.0, 0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, 2.3918882795846747e-18, 0.5390625, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.0, 0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, -0.027621358640099514, 0.7776213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.25, -0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.2109375, -0.75, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.25, -0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.2223786413599005, -0.5276213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.25, -0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.25, -0.2890625, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.25, 0.0, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.2776213586400995, -0.027621358640099524, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.25, 0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.2890625, 0.25, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.25, 0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.2776213586400995, 0.5276213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.25, 0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.25, 0.7890625, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.5, -0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.4723786413599005, -0.7223786413599005, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.5, -0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.4609375, -0.5, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.5, -0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.4723786413599005, -0.2776213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.5, 0.0, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.5, -0.03906250000000001, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.5, 0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.5276213586400995, 0.2223786413599005, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.5, 0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.5390625, 0.5, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.5, 0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.5276213586400995, 0.7776213586400995, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.75, -0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.75, -0.7109375, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.75, -0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.7223786413599005, -0.4723786413599005, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.75, -0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.7109375, -0.25, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.75, 0.0, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.7223786413599005, -0.027621358640099514, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.75, 0.25, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.75, 0.2109375, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.75, 0.5, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.7776213586400995, 0.4723786413599005, 0]
[9, 0.07812500000000001, 0.07812500000000001, 0.75, 0.75, 0]
[1, 0.019531250000000003, 0.019531250000000003, 0.7890625, 0.75, 0]
